"","GroupID","Golgi_State","IntravasationProb","PER","Average_Speed","Visited_Rzone","Hours_in_Rzone","Metastatic_Celle"
"V22082","1","I","0.01","0.604","21.62","1","53",NA
"V22083","3","I","0.01","0.601","24.33","1","9",NA
"V22084","1","F","0.2871","0.607","17.82","1","10",NA
"V22085","2","F","0.3465","0.737","23.48",NA,NA,NA
"V22086","2","F","0.2046","0.737","19.48","1","8",NA
"V22087","4","I","0.01","0.756","19.89","1","53",NA
"V22088","3","I","0.01","0.601","25.99","1","15",NA
"V22089","3","F","0.4323","0.63","24.31","1","21",NA
"V22090","4","I","0.01","0.756","22.92","1","17",NA
"V22091","1","I","0.01","0.604","23.5","1","29",NA
"V22092","1","F","0.2838","0.607","22.36","1","1",NA
"V22093","1","F","0.4554","0.607","24.41","1","34",NA
"V22094","2","I","0.01","0.725","25.46","1","45",NA
"V22095","2","I","0.01","0.725","24.38","1","67",NA
"V22096","2","F","0.2508","0.737","22.6","1","18",NA
"V22097","2","I","0.01","0.725","25.44","1","19",NA
"V22098","2","F","0.3498","0.737","24.26","1","15",NA
"V22099","1","F","0.4587","0.607","23.27","1","22",NA
"V22100","1","F","0.3003","0.607","22.3","1","22",NA
"V22101","4","I","0.01","0.756","26.8",NA,NA,NA
"V22102","1","F","0.1716","0.607","23.54","1","8",NA
"V22103","3","I","0.01","0.601","27.44","1","36",NA
"V22104","1","F","0.4422","0.607","24.12","1","4",NA
"V22105","2","F","0.3135","0.737","25.46",NA,NA,NA
"V22106","3","I","0.01","0.601","23.25","1","18",NA
"V22107","4","I","0.01","0.756","26.99","1","26",NA
"V22108","2","F","0.1914","0.737","21.47",NA,NA,NA
"V22109","1","F","0.2937","0.607","20.8",NA,NA,NA
"V22110","2","F","0.4224","0.737","25.88","1","12",NA
"V22111","2","F","0.2376","0.737","27.29","1","5",NA
"V22112","2","F","0.3498","0.737","26.34","1","3","1"
"V22113","4","I","0.01","0.756","24.53","1","24",NA
"V22114","4","F","0.4389","0.78","16.81",NA,NA,NA
"V22115","1","F","0.4356","0.607","19.99",NA,NA,NA
"V22116","3","I","0.01","0.601","18.04",NA,NA,NA
"V22117","2","F","0.2607","0.737","18.68","1","2",NA
"V22118","1","F","0.3696","0.607","21.9","1","2",NA
"V22119","2","F","0.1947","0.737","20.83",NA,NA,NA
"V22120","4","F","0.3333","0.78","24.09","1","4",NA
"V22121","2","F","0.3498","0.737","28.05",NA,NA,NA
"V22122","3","I","0.01","0.601","22.81","1","9",NA
"V22123","4","F","0.4521","0.78","24.36","1","23",NA
"V22124","2","F","0.2343","0.737","26.25","1","23",NA
"V22125","2","F","0.3432","0.737","24.77","1","28",NA
"V22126","2","F","0.3003","0.737","21.57",NA,NA,NA
"V22127","2","F","0.4389","0.737","20.99",NA,NA,NA
"V22128","1","F","0.3861","0.607","22.22","1","30",NA
"V22129","2","F","0.2079","0.737","22.26",NA,NA,NA
"V22130","1","F","0.4257","0.607","22.71","1","7",NA
"V22131","1","F","0.4389","0.607","24.89",NA,NA,NA
"V22132","1","F","0.429","0.607","22.34","1","1",NA
"V22133","1","I","0.01","0.604","14.02",NA,NA,NA
"V22134","4","I","0.01","0.756","27.35",NA,NA,NA
"V22135","4","I","0.01","0.756","25.2",NA,NA,NA
"V22136","2","F","0.2838","0.737","23.79","1","12",NA
"V22137","2","F","0.3234","0.737","21.04","1","4",NA
"V22138","3","I","0.01","0.601","23.36","1","3",NA
"V22139","1","F","0.1782","0.607","23.27",NA,NA,NA
"V22140","1","F","0.3993","0.607","17.79",NA,NA,NA
"V22141","2","F","0.2574","0.737","19.8",NA,NA,NA
"V22142","1","F","0.3663","0.607","18.34","1","48",NA
"V22143","4","F","0.3102","0.78","20.95","1","25",NA
"V22144","2","F","0.396","0.737","22.7","1","1",NA
"V22145","1","I","0.01","0.604","21.97","1","11",NA
"V22146","2","F","0.3333","0.737","23.23","1","1",NA
"V22147","2","F","0.3003","0.737","23.59","1","5",NA
"V22148","1","F","0.1683","0.607","20.99",NA,NA,NA
"V22149","2","I","0.01","0.725","25.4",NA,NA,NA
"V22150","2","F","0.2013","0.737","24.33",NA,NA,NA
"V22151","1","F","0.4455","0.607","21.71",NA,NA,NA
"V22152","2","F","0.4587","0.737","25.66","1","1",NA
"V22153","1","F","0.2376","0.607","19.56",NA,NA,NA
"V22154","4","I","0.01","0.756","28.97",NA,NA,NA
"V22155","2","F","0.3498","0.737","25.09","1","2",NA
"V22156","2","F","0.4158","0.737","22.57","1","15",NA
"V22157","2","F","0.1914","0.737","24.72",NA,NA,NA
"V22158","2","F","0.1848","0.737","20.46",NA,NA,NA
"V22159","3","I","0.01","0.601","23.4","1","7",NA
"V22160","2","I","0.01","0.725","25.37",NA,NA,NA
"V22161","4","I","0.01","0.756","26.78",NA,NA,NA
"V22162","4","I","0.01","0.756","22.46","1","12",NA
"V22163","4","F","0.4422","0.78","21.93",NA,NA,NA
"V22164","1","F","0.264","0.607","22.37",NA,NA,NA
"V22165","4","F","0.2211","0.78","25.44",NA,NA,NA
"V22166","1","F","0.4884","0.607","21.53","1","16",NA
"V22167","1","I","0.01","0.604","26.61","1","20",NA
"V22168","1","F","0.363","0.607","22.51",NA,NA,NA
"V22169","2","F","0.4455","0.737","23.43","1","8",NA
"V22170","4","I","0.01","0.756","24.54","1","12",NA
"V22171","4","I","0.01","0.756","30.62","1","5",NA
"V22172","1","I","0.01","0.604","24.54","1","1",NA
"V22173","4","F","0.3927","0.78","27.5",NA,NA,NA
"V22174","1","I","0.01","0.604","23.13",NA,NA,NA
"V22175","4","F","0.4686","0.78","25.13",NA,NA,NA
"V22176","1","F","0.3036","0.607","24.88",NA,NA,NA
"V22177","2","F","0.198","0.737","26.24","1","1",NA
"V22178","4","I","0.01","0.756","26.41","1","1",NA
"V22179","2","I","0.01","0.725","25.26",NA,NA,NA
"V22180","3","I","0.01","0.601","26.11","1","15",NA
"V22181","1","F","0.3366","0.607","24.42",NA,NA,NA
"V22182","2","F","0.1815","0.737","27.02","1","1",NA
"V22183","1","F","0.1683","0.607","23.29","1","11",NA
"V22184","4","I","0.01","0.756","26.92","1","16",NA
"V22185","4","F","0.3399","0.78","21.66",NA,NA,NA
"V22186","1","F","0.3696","0.607","25.38",NA,NA,NA
"V22187","4","F","0.2508","0.78","26.2","1","11",NA
"V22188","2","F","0.3399","0.737","25.14","1","22",NA
"V22189","1","I","0.01","0.604","23.35","1","21",NA
"V22190","1","F","0.1683","0.607","21.83",NA,NA,NA
"V22191","1","F","0.2376","0.607","23.71","1","38",NA
"V22192","4","F","0.297","0.78","22.99",NA,NA,NA
"V22193","4","I","0.01","0.756","25.07",NA,NA,NA
"V22194","2","F","0.4653","0.737","25.51","1","3",NA
"V22195","1","I","0.01","0.604","23.58","1","33",NA
"V22196","2","F","0.4884","0.737","23.18",NA,NA,NA
"V22197","2","I","0.01","0.725","26.84",NA,NA,NA
"V22198","1","F","0.3366","0.607","23.84","1","12",NA
"V22199","4","I","0.01","0.756","24.34","1","24",NA
"V22200","1","F","0.3135","0.607","21.24","1","6",NA
"V22201","4","I","0.01","0.756","24.65","1","4",NA
"V22202","4","I","0.01","0.756","24.02","1","20",NA
"V22203","2","F","0.3465","0.737","23.75",NA,NA,NA
"V22204","1","F","0.2739","0.607","23.67","1","13",NA
"V22205","1","F","0.2409","0.607","25.61","1","8",NA
"V22206","1","F","0.2178","0.607","22.69","1","18",NA
"V22207","2","F","0.1683","0.737","23.65","1","21",NA
"V22208","3","F","0.2805","0.63","23.01","1","5",NA
"V22209","4","F","0.33","0.78","20.89","1","16",NA
"V22210","2","I","0.01","0.725","25.39","1","53",NA
"V22211","1","F","0.3135","0.607","22.16","1","35",NA
"V22212","1","I","0.01","0.604","19.72","1","48",NA
"V22213","2","I","0.01","0.725","18.52","1","35",NA
"V22214","2","F","0.2508","0.737","24.76","1","4",NA
"V22215","1","F","0.3993","0.607","23.38","1","16",NA
"V22216","2","F","0.3267","0.737","24.7","1","9",NA
"V22217","1","I","0.01","0.604","23.01","1","15",NA
"V22218","2","F","0.1947","0.737","23.62","1","33",NA
"V22219","3","F","0.2112","0.63","23.37","1","8",NA
"V22220","1","F","0.3069","0.607","20.37","1","61",NA
"V22221","1","F","0.3828","0.607","22.29","1","18",NA
"V22222","2","I","0.01","0.725","20.07","1","13",NA
"V22223","1","F","0.3696","0.607","18.65","1","30",NA
"V22224","1","I","0.01","0.604","22.76","1","14",NA
"V22225","4","F","0.4686","0.78","23.98",NA,NA,NA
"V22226","2","F","0.4422","0.737","21.81","1","42",NA
"V22227","4","F","0.3828","0.78","17.94","1","19",NA
"V22228","1","I","0.01","0.604","17.45",NA,NA,NA
"V22229","1","F","0.3234","0.607","15.94",NA,NA,NA
"V22230","1","I","0.01","0.604","23.97","1","5",NA
"V22231","1","F","0.3003","0.607","22.31","1","3",NA
"V22232","1","I","0.01","0.604","24.35","1","1",NA
"V22233","1","F","0.297","0.607","21.92",NA,NA,NA
"V22234","4","F","0.1881","0.78","20.53","1","17",NA
"V22235","2","I","0.01","0.725","21.52","1","23",NA
"V22236","1","I","0.01","0.604","19.79","1","40",NA
"V22237","4","I","0.01","0.756","28.1",NA,NA,NA
"V22238","4","I","0.01","0.756","18.14",NA,NA,NA
"V22239","4","I","0.01","0.756","24.3","1","2",NA
"V22240","1","F","0.3036","0.607","19.55",NA,NA,NA
"V22241","2","F","0.4785","0.737","23.45","1","11",NA
"V22242","1","F","0.33","0.607","15.64",NA,NA,NA
"V22243","2","F","0.4257","0.737","21.47","1","1",NA
"V22244","3","F","0.3696","0.63","23.03",NA,NA,NA
"V22245","2","F","0.4422","0.737","24.19",NA,NA,NA
"V22246","1","F","0.2508","0.607","19.24",NA,NA,NA
"V22247","1","F","0.2277","0.607","20.31","1","8",NA
"V22248","4","I","0.01","0.756","24.5",NA,NA,NA
"V22249","2","F","0.1881","0.737","23.11",NA,NA,NA
"V22250","2","I","0.01","0.725","27.18","1","11",NA
"V22251","2","F","0.4884","0.737","25.18","1","1",NA
"V22252","1","F","0.1947","0.607","15.99",NA,NA,NA
"V22253","2","F","0.2409","0.737","19.66","1","3",NA
"V22254","4","I","0.01","0.756","22.09","1","20",NA
"V22255","3","I","0.01","0.601","27.9",NA,NA,NA
"V22256","2","I","0.01","0.725","26.51",NA,NA,NA
"V22257","2","F","0.4026","0.737","21.74",NA,NA,NA
"V22258","1","F","0.3828","0.607","19.69","1","13",NA
"V22259","2","F","0.3234","0.737","23.54","1","16",NA
"V22260","1","I","0.01","0.604","24.08",NA,NA,NA
"V22261","1","I","0.01","0.604","22.93",NA,NA,NA
"V22262","1","F","0.2904","0.607","18.17",NA,NA,NA
"V22263","4","I","0.01","0.756","19.72",NA,NA,NA
"V22264","1","I","0.01","0.604","25.67",NA,NA,NA
"V22265","3","I","0.01","0.601","26.22","1","1",NA
"V22266","2","F","0.4917","0.737","22.32",NA,NA,NA
"V22267","1","I","0.01","0.604","23.23",NA,NA,NA
"V22268","1","I","0.01","0.604","23.41","1","51",NA
"V22269","4","F","0.4752","0.78","23.33","1","8",NA
"V22270","1","I","0.01","0.604","24.06",NA,NA,NA
"V22271","1","F","0.2442","0.607","20.87",NA,NA,NA
"V22272","4","I","0.01","0.756","22.95","1","11",NA
"V22273","2","F","0.3894","0.737","24.01",NA,NA,NA
"V22274","1","F","0.2475","0.607","21.76","1","7",NA
"V22275","4","I","0.01","0.756","25.12","1","1",NA
"V22276","1","F","0.4653","0.607","23.04",NA,NA,NA
"V22277","1","F","0.2409","0.607","23.59",NA,NA,NA
"V22278","2","F","0.4191","0.737","21.41",NA,NA,NA
"V22279","2","I","0.01","0.725","26.38",NA,NA,NA
"V22280","2","F","0.297","0.737","22.18","1","1",NA
"V22281","2","I","0.01","0.725","23.13",NA,NA,NA
"V22282","2","F","0.396","0.737","25.9","1","5",NA
"V22283","1","F","0.3696","0.607","18.14","1","20",NA
"V22284","4","F","0.3564","0.78","25.58",NA,NA,NA
"V22285","1","F","0.1947","0.607","21.78",NA,NA,NA
"V22286","4","F","0.2376","0.78","24.44","1","23",NA
"V22287","2","F","0.396","0.737","26.03",NA,NA,NA
"V22288","2","I","0.01","0.725","28.28","1","15",NA
"V22289","1","F","0.2673","0.607","23.04",NA,NA,NA
"V22290","2","I","0.01","0.725","25.64",NA,NA,NA
"V22291","1","F","0.4191","0.607","18.81","1","30",NA
"V22292","2","F","0.3795","0.737","26.67","1","32",NA
"V22293","1","F","0.2442","0.607","22.99",NA,NA,NA
"V22294","2","F","0.4323","0.737","26.04","1","1",NA
"V22295","4","F","0.2508","0.78","26.17",NA,NA,NA
"V22296","4","F","0.4026","0.78","24.01","1","36",NA
"V22297","4","F","0.3729","0.78","24.27","1","27",NA
"V22298","1","F","0.4356","0.607","27.02","1","20",NA
"V22299","1","I","0.01","0.604","23.63","1","14",NA
"V22300","1","F","0.2376","0.607","18.04","1","11",NA
"V22301","2","F","0.4224","0.737","23.34","1","6",NA
"V22302","1","F","0.2475","0.607","25.16","1","13",NA
"V22303","2","F","0.2838","0.737","27.54","1","2",NA
"V22304","1","I","0.01","0.604","20.64","1","82",NA
"V22305","4","I","0.01","0.756","23.32","1","13",NA
"V22306","1","F","0.4752","0.607","22.2","1","3",NA
"V22307","2","F","0.2046","0.737","22.55","1","19",NA
"V22308","4","I","0.01","0.756","23.39","1","22",NA
"V22309","4","F","0.2145","0.78","22.26","1","2",NA
"V22310","1","F","0.4257","0.607","22.26","1","30",NA
"V22311","3","I","0.01","0.601","22.43","1","18",NA
"V22312","2","I","0.01","0.725","25.79","1","56",NA
"V22313","4","F","0.4323","0.78","23.98","1","25",NA
"V22314","4","I","0.01","0.756","24.55","1","21",NA
"V22315","1","F","0.3036","0.607","21.45",NA,NA,NA
"V22316","4","I","0.01","0.756","25.19",NA,NA,NA
"V22317","2","F","0.3201","0.737","25.32","1","24",NA
"V22318","4","I","0.01","0.756","23.69","1","28",NA
"V22319","2","F","0.4389","0.737","23.4",NA,NA,NA
"V22320","1","F","0.2442","0.607","22.81","1","28",NA
"V22321","2","I","0.01","0.725","25.46","1","24",NA
"V22322","2","F","0.3135","0.737","20.01","1","8",NA
"V22323","2","I","0.01","0.725","25.75","1","7",NA
"V22324","4","I","0.01","0.756","18.35","1","16",NA
"V22325","1","F","0.231","0.607","17.72","1","13",NA
"V22326","4","I","0.01","0.756","23.94","1","21",NA
"V22327","4","I","0.01","0.756","20.75","1","35",NA
"V22328","1","I","0.01","0.604","21.63","1","12",NA
"V22329","1","F","0.4224","0.607","21.91","1","8",NA
"V22330","3","I","0.01","0.601","23.55","1","57",NA
"V22331","2","F","0.2805","0.737","23.17","1","16",NA
"V22332","4","F","0.264","0.78","25.24",NA,NA,NA
"V22333","2","F","0.2409","0.737","25.79","1","21",NA
"V22334","2","F","0.4587","0.737","20.83",NA,NA,NA
"V22335","1","F","0.4422","0.607","18.16",NA,NA,NA
"V22336","1","F","0.4422","0.607","13.21","1","10",NA
"V22337","4","F","0.1881","0.78","17.14",NA,NA,NA
"V22338","1","F","0.2145","0.607","17.18","1","28",NA
"V22339","1","I","0.01","0.604","15.37","1","51",NA
"V22340","4","I","0.01","0.756","21.6","1","1",NA
"V22341","2","F","0.3069","0.737","18.48",NA,NA,NA
"V22342","2","I","0.01","0.725","22.82",NA,NA,NA
"V22343","4","I","0.01","0.756","26.82","1","2",NA
"V22344","1","F","0.231","0.607","23.03",NA,NA,NA
"V22345","4","F","0.4191","0.78","24.69","1","6",NA
"V22346","1","F","0.2013","0.607","20.26","1","4",NA
"V22347","2","F","0.4059","0.737","20.12","1","46",NA
"V22348","2","F","0.3927","0.737","24.15",NA,NA,NA
"V22349","3","I","0.01","0.601","28.13",NA,NA,NA
"V22350","2","F","0.165","0.737","23.47",NA,NA,NA
"V22351","1","F","0.4191","0.607","22.52",NA,NA,NA
"V22352","1","F","0.429","0.607","18.66","1","36",NA
"V22353","2","F","0.3927","0.737","20.69","1","19",NA
"V22354","1","F","0.264","0.607","16.64",NA,NA,NA
"V22355","1","F","0.4026","0.607","16.59",NA,NA,NA
"V22356","4","F","0.3465","0.78","19.43",NA,NA,NA
"V22357","1","F","0.3069","0.607","19.13",NA,NA,NA
"V22358","2","I","0.01","0.725","24.16","1","5",NA
"V22359","1","F","0.2739","0.607","19.16",NA,NA,NA
"V22360","2","F","0.3663","0.737","25.75",NA,NA,NA
"V22361","2","F","0.2508","0.737","26.23",NA,NA,NA
"V22362","3","I","0.01","0.601","28.4",NA,NA,NA
"V22363","1","F","0.2112","0.607","22.44",NA,NA,NA
"V22364","1","I","0.01","0.604","22.58","1","35",NA
"V22365","2","I","0.01","0.725","22.67",NA,NA,NA
"V22366","2","F","0.3564","0.737","22.69",NA,NA,NA
"V22367","1","F","0.3267","0.607","20.45",NA,NA,NA
"V22368","2","I","0.01","0.725","26.39",NA,NA,NA
"V22369","1","F","0.4653","0.607","23.17",NA,NA,NA
"V22370","1","F","0.2904","0.607","20.72",NA,NA,NA
"V22371","1","I","0.01","0.604","21.64",NA,NA,NA
"V22372","2","F","0.2541","0.737","18.64",NA,NA,NA
"V22373","2","F","0.2046","0.737","26.77",NA,NA,NA
"V22374","1","F","0.231","0.607","21.41","1","65",NA
"V22375","2","F","0.2013","0.737","24.56",NA,NA,NA
"V22376","4","I","0.01","0.756","23.62",NA,NA,NA
"V22377","2","F","0.4026","0.737","26.09",NA,NA,NA
"V22378","2","I","0.01","0.725","27.59","1","17",NA
"V22379","2","F","0.3069","0.737","26.09",NA,NA,NA
"V22380","1","I","0.01","0.604","26.64","1","3",NA
"V22381","1","F","0.2244","0.607","21.98","1","16",NA
"V22382","1","F","0.2244","0.607","25.34",NA,NA,NA
"V22383","1","F","0.264","0.607","19.82","1","29",NA
"V22384","2","F","0.2838","0.737","25.35",NA,NA,NA
"V22385","1","F","0.4323","0.607","22.38",NA,NA,NA
"V22386","1","F","0.4818","0.607","20.23",NA,NA,NA
"V22387","4","I","0.01","0.756","23.72","1","23",NA
"V22388","1","F","0.2409","0.607","18.48",NA,NA,NA
"V22389","4","I","0.01","0.756","21",NA,NA,NA
"V22390","1","I","0.01","0.604","14.58",NA,NA,NA
"V22391","2","F","0.3432","0.737","26.24","1","1",NA
"V22392","2","F","0.2508","0.737","21.7","1","36",NA
"V22393","2","F","0.4455","0.737","25.05",NA,NA,NA
"V22394","4","F","0.2211","0.78","22.68","1","23",NA
"V22395","2","F","0.2343","0.737","26.31","1","2",NA
"V22396","2","F","0.4587","0.737","14.33","1","11",NA
"V22397","1","I","0.01","0.604","18.05","1","29",NA
"V22398","2","F","0.4554","0.737","22.63",NA,NA,NA
"V22399","1","I","0.01","0.604","26.22",NA,NA,NA
"V22400","4","I","0.01","0.756","25.63","1","32",NA
"V22401","2","I","0.01","0.725","24.42","1","32",NA
"V22402","2","F","0.4851","0.737","22.58","1","9",NA
"V22403","2","F","0.2904","0.737","26.13","1","5",NA
"V22404","1","F","0.3993","0.607","18.4","1","42",NA
"V22405","4","F","0.4455","0.78","23.48","1","44",NA
"V22406","4","F","0.264","0.78","24.76","1","17",NA
"V22407","2","F","0.3564","0.737","23.99","1","8",NA
"V22408","1","F","0.2871","0.607","20.31",NA,NA,NA
"V22409","1","F","0.3267","0.607","19.01","1","1",NA
"V22410","2","F","0.462","0.737","24.49","1","29",NA
"V22411","2","F","0.3564","0.737","26.95","1","34",NA
"V22412","1","F","0.1881","0.607","21.26","1","20",NA
"V22413","1","F","0.3564","0.607","22.43","1","31",NA
"V22414","4","I","0.01","0.756","27.88","1","35",NA
"V22415","2","F","0.2343","0.737","25.49","1","17",NA
"V22416","2","I","0.01","0.725","25.06","1","23",NA
"V22417","1","F","0.4125","0.607","18.97","1","36",NA
"V22418","2","F","0.3696","0.737","26.15","1","24",NA
"V22419","1","I","0.01","0.604","27.23","1","24",NA
"V22420","4","F","0.2706","0.78","25.94","1","43",NA
"V22421","2","I","0.01","0.725","24.63","1","30",NA
"V22422","4","I","0.01","0.756","24.69","1","2",NA
"V22423","1","F","0.2277","0.607","21.14","1","20",NA
"V22424","1","F","0.4653","0.607","19.64",NA,NA,NA
"V22425","2","F","0.3465","0.737","24.31",NA,NA,NA
"V22426","2","F","0.4851","0.737","23","1","6",NA
"V22427","2","I","0.01","0.725","20.49","1","65",NA
"V22428","2","F","0.4158","0.737","24.91",NA,NA,NA
"V22429","2","F","0.1749","0.737","25.49","1","1",NA
"V22430","1","F","0.4389","0.607","18.46",NA,NA,NA
"V22431","4","F","0.3234","0.78","18.83",NA,NA,NA
"V22432","2","F","0.4884","0.737","20.85",NA,NA,NA
"V22433","3","I","0.01","0.601","22.18","1","13",NA
"V22434","2","F","0.2772","0.737","22.39",NA,NA,NA
"V22435","4","F","0.2805","0.78","21.46",NA,NA,NA
"V22436","1","F","0.3762","0.607","21.15",NA,NA,NA
"V22437","2","I","0.01","0.725","26.19",NA,NA,NA
"V22438","1","F","0.4125","0.607","21.43",NA,NA,NA
"V22439","3","I","0.01","0.601","23.03",NA,NA,NA
"V22440","3","I","0.01","0.601","24.08",NA,NA,NA
"V22441","2","F","0.3861","0.737","23.22",NA,NA,NA
"V22442","2","F","0.3432","0.737","20.37",NA,NA,NA
"V22443","1","F","0.2178","0.607","20.83",NA,NA,NA
"V22444","4","F","0.3729","0.78","22.45",NA,NA,NA
"V22445","4","F","0.264","0.78","22.51",NA,NA,NA
"V22446","2","F","0.1881","0.737","15.21","1","17",NA
"V22447","3","I","0.01","0.601","24.71",NA,NA,NA
"V22448","1","I","0.01","0.604","17.54",NA,NA,NA
"V22449","1","F","0.3663","0.607","19.36","1","60",NA
"V22450","2","F","0.4356","0.737","18.55","1","42","1"
"V22451","2","F","0.429","0.737","18.41","1","21",NA
"V22452","4","F","0.2574","0.78","23.78",NA,NA,NA
"V22453","4","I","0.01","0.756","24.66","1","1",NA
"V22454","1","F","0.2838","0.607","19.71","1","7",NA
"V22455","4","I","0.01","0.756","21.96",NA,NA,NA
"V22456","2","F","0.3795","0.737","26.56","1","16",NA
"V22457","3","I","0.01","0.601","25.02","1","36",NA
"V22458","1","F","0.4488","0.607","21.33",NA,NA,NA
"V22459","1","I","0.01","0.604","20.59",NA,NA,NA
"V22460","4","I","0.01","0.756","24.05",NA,NA,NA
"V22461","1","I","0.01","0.604","26.42",NA,NA,NA
"V22462","3","I","0.01","0.601","26.19",NA,NA,NA
"V22463","1","I","0.01","0.604","24.27",NA,NA,NA
"V22464","2","F","0.3861","0.737","-0.98",NA,NA,NA
"V22465","2","F","0.2904","0.737","23.92",NA,NA,NA
"V22466","1","F","0.3729","0.607","21.7","1","40",NA
"V22467","4","F","0.4686","0.78","22.65","1","12",NA
"V22468","2","I","0.01","0.725","26",NA,NA,NA
